Name,Personal Traits,image
Zeishan Quadri,"Zeishan Quadri is an Indian writer, actor, director and producer[2] who has written the story and co-written the screenplay for the Bollywood crime genre film Gangs of Wasseypur, directed by Anurag Kashyap. Quadri has also acted in Gangs of Wasseypur - Part 2. He has directed and produced the film Meeruthiya Gangsters.[3]Zeishan Quadri was born in Wasseypur, Dhanbad, Bihar (now in Jharkhand), India in 1983.[4] He is the only son and the youngest child of Syed Imran Quadri, a civil engineer. Quadri grew up in a strict and protective environment. He has two elder sisters.[5] Quadri was educated in Dhanbad. Quadri left Dhanbad to complete a Bachelor of Business Administration (BBA) in Meerut, and then moved to Delhi to seek employment. Quadri worked in a call center and for HCL computers in Delhi for 18 months before coming to Mumbai in 2008.[6]In 2009, Quadri moved to Mumbai to pursue a career in acting.[7][8] Quadri studied world cinema including film makers such as Majid Majidi, Fateh Akın and Akira Kurosawa.[9] Quadri has worked in the genre of Bollywood crime films. His film ""Revolver Rani"" was directed by Sai Kabir and starred Kangana Ranaut and vir Das.[10][11][12][13]His first film as a director and producer was 'Meeruthiya Gangsters'.[3] The editing of the film has been done by veteran filmmaker  Anurag Kashyap who presented the film along with Prateek Entertainment Pvt. Ltd.[14] Recently he visited many cities for the promotion of his upcoming film Meeruthiya Gangster including Aligarh at Aligarh Muslim University.[15]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Zeshan_Qadri.jpg/220px-Zeshan_Qadri.jpg
Zubeen Garg,"Zubeen Garg (born Zubin Borthakur; 18 November 1971) is an Indian playback singer, music director, composer, lyricist,  music producer, film director, film producer, actor and philanthropist.[2] His contributions are mostly attributed in Assamese, Bengali and Bollywood films and music.[3] Besides, his songs in Assamese, Garg has sung many songs in other languages and dialects, including Bishnupriya Manipuri, Bodo, English, Goalparia, Hindi , Kannada, Karbi, Khasi, Malayalam, Marathi,  Nepali, Odia, Sanskrit, Telugu, Tiwa. He is also an instrumentalist and plays dhol, drums, guitar, harmonium, mandolin, keyboard and various percussion instruments.[4][5][6]Garg was born in Tura, Meghalaya to Mohini Borthakur and Ily Borthakur. He was named after the music composer Zubin Mehta.[1] His father Mohini Borthakur is a lyricist and poet under the name  Kapil Thakur.[1][7] Garg pursued a degree in Bachelor of Science but dropped out to concentrate in his singing career.[8]Garg's younger sister Jonki Borthakur was an actress and singer who died in a car accident in February 2002 in Sonitpur district while they were going to perform stage show along with her co-artists.[7]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Zubeen_Garg_in_Edufest_2016.jpg/220px-Zubeen_Garg_in_Edufest_2016.jpg
Zulfi Syed,"Zulfi Syed also known as Zulfikar Syed is an Indian model and actor. Syed Zulfi is a former winner of Gladrags Manhunt Contest. He was a contestant in Bigg Boss.Syed became noticed when he won Gladrags Manhunt contest in 1996.[1] He was more recognized for his ad where girls leave lipstick marks all over his body. His wistful, sensuous eyes, finely chiselled face and a well-sculpted body has made him a ramp favourite.[2] His famous ad campaigns are Raymond's, Fiesta condoms, Trevi jeans, Warehouse, Levis etc. He has also acted in music videos like Chahat Desh Se Anewale, Buleyaa, Dhuwa Dhuwa Ho Raha Hai Sama, Tere Khayalon Mein etc. He made his movie debut  in the 1997 Kannada film O Mallige, which received positive response from the audience as well as critics and became highest grosser of the year. He also performed Prince Khurram's role in the mega budget film Taj Mahal (2005).[3]In 2008, he appeared in the second season of Bigg Boss, the Indian version of Big Brother as a housemate. He was the second runner-up.[4] He made an appearance for his fellow inmate from Bigg Boss (Season 2), Rahul Mahajan's Swayamvar named Rahul Dulhaniya Le Jayega on NDTV Imagine.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Zulfi_Syed_at_the_opening_of_Fluke_store.jpg/220px-Zulfi_Syed_at_the_opening_of_Fluke_store.jpg
Aamna Sharif,"Aamna Sharif, (born 16 July 1982) is an Indian actress known for portraying Kashish Sinha in Kahiin to Hoga and Komolika Basu /Sonalika in Kasautii Zindagii Kay.[2][3]Sharif was born in 16 July 1982 in Mumbai, Maharashtra to an Indian father and a Persian-Bahraini mother.[4][5] She studied at St. Anne's High School, Bandra.[5]In 2012, Sharif revealed that she suffers from acrophobia since childhood.[6] After dating for almost a year, Sharif married her film distributor-turned-producer boyfriend Amit Kapoor, on 27 December 2013.[7][8] They had a son in September 2015.[9]During her second year in college, Sharif started receiving offers for modelling of various brands. Sharif started her career through featuring in music videos.[10] Sharif made her acting debut as Kashish Sinha in Kahiin To Hoga opposite Rajeev Khandelwal.[11] From 2012 to 2013, she played Muskaan Mishra in Sony TV's Hongey Judaa Na Hum opposite Raqesh Vashisth.Shariff made her film debut with the 2009 Bollywood film Aloo Chaat opposite Aftab Shivdasani.[10] In the same year, she also starred in Aao Wish Karein, with Shivdasani again.[12] In 2014, she appeared in Mohit Suri's Ek Villain.[10] However, none of the films gained her recognition making her return back to television in 2012 with Hongey Judaa Na Hum.[13]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Aamna_Sharif_in_2018.jpg/220px-Aamna_Sharif_in_2018.jpg
Aarti Agarwal,"Aarthi Agarwal (March 5, 1984 – June 6, 2015) was an Indian-American actress who primarily worked in Telugu cinema, also known as Tollywood.[6] She was the older sister of Aditi Agarwal, also an actress.[7] As per Idlebrain.com source, Aarthi Agarwal was top heroine in the year of 2002.[8]Agarwal nandini was born on March 5, 1984 in New Jersey to Gujarati parents.[9] Her father, Shashank, is in the hotel business and her mother, Veema, is a homemaker. She has two siblings. At around 14 years of age, actor Sunil Shetty spotted her and invited her to dance on stage in Philadelphia, Pennsylvania. After the performance, he asked her father to encourage her to take up acting in Bollywood. At age 16, she made her debut with Paagalpan.[10]Agarwal made her Telugu film debut in Nuvvu Naaku Nachav with actor Venkatesh. She was one of the few non-Telugu speaking actresses to work with noted Indian film stars Chiranjeevi, Nandamuri Balakrishna, Akkineni Nagarjuna, Prabhas, Mahesh Babu, Ravi Teja, and Jr NTR.[3]",https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Aarthi_Agarwal.jpg/220px-Aarthi_Agarwal.jpg
Aarti Chhabria,"Aarti Chabria is an Indian actress and former model who appears in Hindi, Telugu, Punjabi and Kannada films.Actress Aarti Chabria started her career as a model doing advertisements at the age of 3 years. Her first advertisement was a press ad for Farex. After which she continued modelling for more than 300 television commercials for products like Maggi Noodles, Pepsodent toothpaste, Clean & Clear face wash, Amul Frostick Ice cream, Krack cream, LML trendy scooter, and Kalyan Jewels (in recent times).She won the Miss India Worldwide 2000 pageant in November 1999.[3] After winning the pageant, she did music videos like 'Nasha hi Nasha hai' for Sukhwinder Singh, 'Chaahat' for Harry Anand, 'Meri Madhubala' for Avdooth Gupte, 'Roothe hue ho kyo' for Adnan Sami.On April 11, 2017, Chabria released a short film called ""Mumbai Varanasi Express"" via youtube on a channel called Royal Stag Large short films. This film marks her debut as director and producer.She won several awards for Mumbai Varanasi Express at film festivals national & international. To name a few: in the category 'Special mention by the Jury' at the 'Kolkata Shorts International Film Festival' (2016), 'Jaipur International Film Festival' (2017) & 'Rishikesh Art & Film festival' (2017). In the category 'National award for Best Film' at the International Festival Of Short Films On Culture & Tourism (2017). Best Actor was won by the protagonist played by Darshan Jariwala at the North Carolina South Asian Film Festival (2017)",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Aarti_Chabria_graces_Stardust_Awards_2016_%2801%29_%28cropped%29.jpg/220px-Aarti_Chabria_graces_Stardust_Awards_2016_%2801%29_%28cropped%29.jpg
Adah Sharma,"Adah Sharma is an Indian film actress who mainly appears in Hindi, Telugu and Tamil language films. Sharma, after finishing her schooling, made her acting debut with a leading role in the 2008 Hindi language horror film 1920, a box office success. Her portrayal of a possessed woman in the film was critically praised and earned her the Filmfare Award for Best Female Debut nomination.[1][2] After the release her romantic comedy film Hasee Toh Phasee (2014), she ventured into the South Indian film industries, where her first six films—five in Telugu language—the romantic thriller Heart Attack (2014), the drama S/O Satyamurthy (2015), the action comedy Subramanyam for Sale (2015), the romance Garam (2016) and the thriller Kshanam (2016) and one in Kannada— the action thriller Rana Vikrama (2015), Commando 2 (2017) and Commando 3 (2019), achieved commercial success and garnered her critical appreciation for her performances.Adah Sharma was born in a Tamil family and was raised in Mumbai.[3] Her father S. L. Sharma, who hails from Madurai, was a captain in the merchant navy and her mother, a native from Nattupura (bordering Palakkad), is a classical dancer.[3] Adah did her schooling from Auxilium Convent High School in Pali Hill, Bandra, Mumbai.[citation needed] When she was in Class X, she had decided to become an actress. She wanted to drop out of school but her parents insisted that she at least complete her schooling.[4] After finishing her Plus Two, she stopped studying.[5]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Adah_Sharma_graces_the_Star_Screen_Awards_2018_cropped_twice.jpg/220px-Adah_Sharma_graces_the_Star_Screen_Awards_2018_cropped_twice.jpg
Aditi Govitrikar,"Aditi Govitrikar (born 21 May 1976) is an Indian model, actress and a doctor. From 1997 until 2004, Govitrikar remains the only Indian supermodel with the both medical doctor and psychologist qualification. She has been touted by Hindustan Times as ""Beauty with Brains"".[1] She is a vegetarian and ardent Vipassana practitioner.[2] She was a contestant on Bigg Boss in 2009.She won the Gladrags Megamodel Contest in 1996 and the Gladrags Mrs. India in 2000, subsequently winning Mrs. World contest in 2001. Govitrikar remains the first and the only Indian woman to have won the Mrs. World title.Govitrikar ventured into acting when she played the lead role in Thammudu (1999), a movie that was a runaway hit. She went on to act in many movies including Paheli (2005) India's official entry to the 79th Academy Awards and De Dana Dan (2009), that won an award at the International Indian Film Academy Award. She also played a leading role in several super hit music videos such as Kabhi to Nazar Milao by Adnan Sami and Asha Bhosle (1997) and Aaeena by Jagjit Singh (2000).",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Sangeeta_Bijlani_2.jpg/250px-Sangeeta_Bijlani_2.jpg
Aditi Rao Hydari,"Aditi Rao Hydari is an Indian actress, dancer and singer who works in Bollywood, Tamil, Malayalam and Telugu films. She made her on-screen debut with Malayalam film Prajapathi in 2006. It was Tamil film Sringaram in 2007, in which she played the role of a devadasi garnered positive reviews from critics for her performance.Hydari rose to fame after her performance in Sudhir Mishra's 2011 romantic thriller film Yeh Saali Zindagi, a role that won her the Screen Award in the Best Supporting Actress category. She has subsequently starred in several successful Hindi films including the musical Rockstar (2011), the horror-thriller Murder 3 (2013), the action-comedy Boss (2013) and the thriller Wazir (2016). Hydari's portrayal of Queen Mehrunisa in the 2018 epic film Padmaavat was well received; the film became her biggest commercial success.Aditi Rao Hydari was born on 28 October 1986[2][3] in Hyderabad[4] to Ehsaan Hydari and his wife Vidya Rao, an acclaimed classical singer popular for thumri and dadra genres of music.[5][6] Her father, who died in 2013, was a Bohri Muslim while her mother, who is a Hindu by birth, is a practicing Buddhist and a Chitrapur Saraswat from Mangalore who is half-Telugu.[7] Hydari is thus of mixed lineage – Bohri, Chitrapur Saraswat and Telugu.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Aditi_Rao_Hydari_snapped_at_media_interactions_for_Sammohanam_%2803%29_%28cropped%29.jpg/200px-Aditi_Rao_Hydari_snapped_at_media_interactions_for_Sammohanam_%2803%29_%28cropped%29.jpg
Ahaana Krishna,"Ahaana Krishna (born 13 October 1995) is an Indian film actress who appears in Malayalam films. She made her debut in Njan Steve Lopez in 2014. Her notable work include Luca, Pathinettam Padi, Njandukalude Nattil Oridavela [2][3]Ahaana was born as the eldest of the four daughters of actor KrishnaKumar and his wife Sindhu.[3][4] She studied in Holy Angels' ISC school in Trivandrum and moved to Chennai for completing her higher studies in Visual Communication from MOP Vaishnav college for women. She did her Master's in Advertising and Marketing from MICA ,Ahemedabad.Ahaana played the female lead role in Rajeev Ravi's second directorial Njan Steve Lopez (2014). She then starred in Njandukalude Nattil Oridavela, a Nivin Pauly starrer.[5] Luca (2019) which starred herself along with Tovino Thomas opened to rave reviews critically and commercially and established Ahaana as a strong performer. She also appeared in Shanker Ramakrishnan's Pathinettam Padi in 2019.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Ahaana_Krishna.jpg/220px-Ahaana_Krishna.jpg
Aindrita Ray,"Aindrita Ray is an Indian film actress,[3] primarily appearing in Kannada films. She made her acting debut in 2007, starring in Meravanige and went on to appear in several commercially successful films, establishing herself as a leading contemporary actress of Kannada cinema.[4] She is perhaps well known for her critically acclaimed performance as Devika, a mentally challenged girl, in Manasaare.Aindrita Ray was born as the youngest daughter into a Bengali family in Udaipur, Rajasthan, where she spent her childhood, before moving to Mumbai.[1] With her father, A. K. Ray, being a prosthodontist in the Indian Air Force, she along with her family moved from one place to another, finally settling in Bangalore.[5]Ray studied at Baldwin Girls High School, Bangalore. Later, she joined B. R. Ambedkar Dental College, Bangalore to pursue a bachelor's degree in dental science. While studying, she did part-time modelling, appearing in television advertisements, which paved way for her entry into the film industry. She started doing movies in Kannada, and once in a while appearing in Amateur/Short films.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Aindrita_Ray_CCL_%28cropped%29.jpg/220px-Aindrita_Ray_CCL_%28cropped%29.jpg
Aishwarya Devan,"Aishwarya Devan is an Indian film actress and Beauty queen from Kerala who has acted in Malayalam , Tamil and Kannada language films.[1] She was crowned Femina Miss India Maharashtra 2017 and represented Maharashtra state in Femina Miss India 2017.[2] She won various subtitles during the contest[3] and made it to top-6 finalists.[4] She made her Bollywood debut with the film 'Kashi - in Search of Ganga'.[5]Aishwarya was born to S. Devan, who is from Bangalore, and Sheeja Devan who is from Shornur, Kerala.[1]She was debuted in a Tamil movie 'Yuvan' with  Siddharth Rajkumar and Rakul Preet Singh.[6] Then in Malayalam, Deepan introduced her to Shaji Kailas who cast her in his film Simhasanam opposite Prithviraj. She played a Bangalore-based girl who, after her Plus Two, enters college in both her films.[1] Yuvan was her first Tamil film and Simhasanam was her first Malayalam film.[7]In 2013, she received the lead role In V. K. Prakash's Thank You. In the early 2014 she signed up for the Tamil film Anegan directed by K.V. Anand as the second lead opposite Dhanush which released in the early 2015 and was a blockbuster, which also released as Anekudu in Telugu.",https://upload.wikimedia.org/wikipedia/commons/9/97/Aishwarya_Devan_graces_the_launch_of_the_new_resto-bar_Angrezi_Patiyaala_%2810%29_%28cropped%29.jpg
Aishwarya Nag,"Aishwarya Nag is an Indian film actress and a model, who has appeared in South Indian films, primarily in Kannada cinema. After her modelling, she made her acting debut in the film Neene Neene (2008). She rose to fame by acting in the Kannada film Jolly Days (2009) and Kal Manja (2010).[1]Nag debuted as a lead actress in the 2008 released film Neene Neene opposite Dhyan and Ananth Nag when she was 16 years old.[2] The film dealt with the pressures and hassles of tech workers, and was appreciated for being maturely dealt with. Aishwarya got a great deal of praise for holding her own against Anant Nag who played her dad in the film. She was next seen in the MD Shridhar film Jolly Days. A remake of the Telugu hit Happy Days, it was well received by critics, who called her a ""very good heroine material in Kannada.""[3]After a brief hiatus, Nag was seen in the comedy, Kal Manja, which also had Komal Kumar in the cast. The film met with favorable reviews and her performance was lauded by critics.[4] She then signed the film Vighna opposite Vijay Raghavendra, which underwent several delays in the making process. 2013 year saw her majority releases with Prajwal Devaraj starrer Ziddi being the first release. She appeared in the comedy film Loosegalu, another comedy opposite Vijay Raghavendra named Chella Pilli, a romantic comedy Pataisu and Jaathre opposite Chetan Chandra.[5] She is playing the lead protagonist role in T. S. Nagabharana's next directional Vasundhara.[6] Nag is playing a lead role in the movie Muddu Manase where she is seen riding a Royal Enfield with ease. She has received good appreciation from the critics for the role. Nag played a media reporter in the movie Jaathre in 2015. Nag is currently shooting for her next movie ""The Gulaabi street"" and is playing a lead role in the movie which is vaguely inspired by the Bollywood movie Fashion.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Aishwarya_Nag.jpg/220px-Aishwarya_Nag.jpg
Aishwarya Rai Bachchan,"Aishwarya Rai Bachchan (born 1 November 1973) is an Indian actress and the winner of the Miss World 1994 pageant. Through her successful acting career, she has established herself as one of the most popular and influential celebrities in India.[1][2] Rai has received numerous accolades, including two Filmfare Awards, and was honoured with the Padma Shri by the Government of India in 2009 and the Ordre des Arts et des Lettres by the Government of France in 2012. She has often been cited in the media as ""the most beautiful woman in the world"".[3][4]While in college, Rai did a few modelling jobs. Following appearances in several television commercials, she entered the Miss India pageant, in which she placed second. She was then crowned Miss World 1994, after which she began receiving offers to act in film. She made her acting debut in Mani Ratnam's 1997 Tamil film Iruvar and had her first Hindi film release in Aur Pyaar Ho Gaya that same year. Her first commercial success was the Tamil romantic drama Jeans (1998), following which she achieved wider success and won two Best Actress awards at Filmfare for her performances in Hum Dil De Chuke Sanam (1999) and Devdas (2002).",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Aishwarya_Rai_Cannes_2017.jpg/220px-Aishwarya_Rai_Cannes_2017.jpg
Aishwarya Rajesh,"Aishwarya Rajesh (born 10 January 1990) is an Indian film actress who has appeared in leading roles primarily in Tamil cinema as well as Telugu and Malayalam films with one  Hindi film. She started her career as television presenter in a comedy show called Asatha Povathu Yaaru? on Sun TV. After winning the reality show Maanada Mayilada, she made her debut in Neethana Avan (2010) and came into prominence after starring in Attakathi (2012) portraying the role of Amudha. Her first  Malayalam film was Jomonte Suvisheshangal opposite Dulquer Salmaan and she also acted with Nivin Pauly in her second Malayalam film Sakhavu. She made her Bollywood debut in 2017 through the film Daddy opposite to Arjun Rampal She acted in her two career breakthrough roles as Padma in Vetrimaran's Vada Chennai opposite to Dhanush and as a female cricketer in her solo film Kanaa. She received Tamil Nadu State Film Award for Best Actress for the 2014 film Kaaka Muttai at Tamil Nadu State Film Awards.[2]She was born on 10 January, 1990 in Thirupur, Tamil Nadu. She did her schooling in Shrine Vailankanni Senior Secondary School and in  Holy Angels Anglo Indian Higher Secondary School in T.Nagar, Sree vidyanikethan Tirupati.[3] Aishwarya's father Rajesh was also an actor who had appeared in 54 films in Telugu.Her grandfather Amarnath was a popular lead Telugu actor and a producer, while her aunt Srilakshmi, is a Telugu comedian with over 500 films to her credit.[4]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Aishwarya_Rajesh_at_Rummy_Audio_Launch.jpg/220px-Aishwarya_Rajesh_at_Rummy_Audio_Launch.jpg
Akshara Haasan,"Akshara Haasan  is an Indian film actress who has appeared in Hindi and Tamil language films. The daughter of actors Kamal Haasan and Sarika Thakur, and the younger sister of Shruti Haasan, she made her film debut with the comedy drama Shamitabh (2015), and later appeared in Kadaram Kondan  (2017).Akshara Haasan was born  in Madras (present-day Chennai), Tamil Nadu to actors Kamal Haasan and Sarika Thakur.[1][2] Shruti Haasan is her elder sister. Akshara did her schooling years in Abacus Montessori School, Montessori; Lady Andal in Chennai; Beacon High in Mumbai and completed her schooling in Indus International School, Bangalore.Akshara Haasan lives in Mumbai with her mother.[3] She is an atheist, although she agrees with Buddhism and describes it as ""a way of life and in an individuals way of life.""[4][5]Haasan has worked as an assistant director to Rahul Dholakia on the 2010 film Society, starring her mother Sarika,[6] as well as Ram Moorthy, Uzer Khan, E. Niwas and Ruchi Narain on my many AD films in Mumbai.[7] During her stint as an assistant director, she rejected opportunities to feature as an actress, notably turning down an offer to work in Mani Ratnam's Kadal.[8] She also worked for her father's unreleased film, Sabaash Naidu, which had her sister Shruthi Haasan in a supporting role.[9]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Akshara_Haasan_gracing_%E2%80%98Filmfare_Glamour_%26_Style_Awards_2016%E2%80%99.jpg/220px-Akshara_Haasan_gracing_%E2%80%98Filmfare_Glamour_%26_Style_Awards_2016%E2%80%99.jpg
Akshara Menon," Iswarya Menon (born Aishwarya Menon) is an Indian film actress who acts in Tamil, Kannada and Malayalam films.[1][2]Iswarya Menon's family hails from Kerala, but she was born and brought up in Erode, Tamil Nadu. She completed her higher secondary education from Bharathi Vidhya Bhavan matriculation higher secondary school, Erode [3] She completed her B.Tech. course from SRM University, Chennai [4]Iswarya menon debuted in Tamil cinema in Theeya Velai Seiyyanum Kumaru.[5] She debuted as Akshara in the Kannada industry with Dasavala which was directed by M S Ramesh. She was cast opposite Prem, of Jogi fame.[6] The film released on 11 October 2013 and her performance as a mentally challenged girl was generally well received.[7][8][9][10] Oneindia, however, wrote ""Akshara, though looks cute, doesn't have good on-screen chemistry with the lead actor. She has given [a] poor performance as a mentally challenged girl"".[11]Menon's next release was the Tamil film Apple Penne.[12] It was based on a mother and daughter relationship, with Iswarya as the daughter, and Roja as her mother.[13][14] She next appeared in the Kannada horror comedy Namo Boothatma.[15][16][17]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Iswarya_Menon.jpg/220px-Iswarya_Menon.jpg
Alia Bhatt,"Alia Bhatt (/ˈɑːliːɑː ˈbət/; born 15 March 1993) is an actress and singer of Indian origin and British citizenship, who works in Hindi films. The highest-paid actress in India, as of 2019, her accolades include four Filmfare Awards. She has appeared in Forbes India's Celebrity 100 list since 2014 and was featured by Forbes Asia in their 30 Under 30 list of 2017.Born into the Bhatt family, she is the daughter of filmmaker Mahesh Bhatt and actress Soni Razdan. After making her acting debut as a child in the 1999 thriller Sangharsh, Bhatt played her first leading role in Karan Johar's teen drama Student of the Year (2012). She went on to establish herself with starring roles in several films produced by Johar's studio Dharma Productions, including the romances 2 States (2014), Humpty Sharma Ki Dulhania (2014), and Badrinath Ki Dulhania (2017); and the coming-of-age drama Dear Zindagi (2016). Bhatt won the Filmfare Critics Award for Best Actress for playing a kidnapping victim in the road drama Highway (2014), and three Best Actress awards at the ceremony for playing a Bihari migrant in the crime drama Udta Punjab (2016), a spy in the thriller Raazi (2018), and the volatile girlfriend of an aspiring rapper in the musical drama Gully Boy (2019).",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Alia_Bhatt_promoting_Kalank.jpg/220px-Alia_Bhatt_promoting_Kalank.jpg
Amala Paul,"Amala Paul  (born 26 October 1991) is an Indian film actress who works in the South Indian Film Industry. After appearing in supporting roles in the Malayalam film Neelathamara. Amala became noted after playing the title role in Mynaa, receiving critical acclaim for her work.[5]Amala, after finishing her high school education from Nirmala higher secondary school, Aluva, and higher secondary education at Aluva Government Higher Secondary School, took a year out before joining college. She later joined St Teresa's college, to pursue a B.A. degree in Communicative English. At the time, her modelling portfolio was spotted by noted Malayalam director Lal Jose who offered her a supporting role in his remake, Neelathamara (2009). Despite emerging a success, the film failed to attract any further offers, as she had anticipated.[6] She pursued roles in Tamil films and went on to sign for the low-budget comedy film Vikadakavi, which was delayed and ultimately became her sixth release, while also signing on to play the lead role in another small budget film Veerasekaran (2010). The film, which became her maiden Tamil release, was panned by critics and went completely unnoticed,[7][8] while Amala's role was labelled as ""minimal"",[7] and she later cited that she regretted doing the film and many of her scenes were edited out.[6] Amala then went on to work in Samy's controversial Sindhu Samaveli (2010), portraying the role of Sundari, who has an illicit relationship with her father-in-law. The director of the film had previously drawn criticism for his depictions of illicit romances as well as for assaulting his previous lead actress in a film, but Amala played down the issue citing that she had no problem with the director.[6] She was approached after the major portions of her next release, Mynaa were ready, and signed on before listening to the entirety of the story, claiming that she was shocked but not upset with the controversial scenes which she heard later.[6] Upon release, the film met with contrasting reviews, whilst some critics refused to give the film a rating, declaring their disgust at the film's plot.[9][10] Amala's performance won her critical acclaim. However, her success was marred with extreme reactions from the public, with Amala claiming that she received death threats from anonymous callers and was publicly scolded by women at a cinema hall in Chennai.[11]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Amala_Paul_at_60th_South_Filmfare_Awards_2013.jpg/250px-Amala_Paul_at_60th_South_Filmfare_Awards_2013.jpg
Ameesha Patel,"Ameesha Patel (pronounced [əˈmiːʂaː pəˈʈeːl]; born Amisha Amit Patel) is an Indian actress and model who predominantly appears in Bollywood films. She has also appeared in a few Telugu and Tamil films. She has won a Filmfare Award.Patel made her acting debut in the romantic thriller blockbuster Kaho Naa... Pyaar Hai. She rose to prominence by featuring in top grossing productions- Gadar: Ek Prem Katha (2001), which became one of the biggest hits in the history of Hindi cinema,[1] earning her a Filmfare Special Performance Award, Humraaz (2002) and Bhool Bhulaiyaa (2007).Patel was born in a Gujarati family[2] to Amit Patel and Asha Patel. She is the sister of Ashmit Patel and the granddaughter of the famous lawyer-politician Barrister Rajni Patel, who was the Congress Pradesh Committee President of Mumbai. She was born in the Breach Candy Hospital in Mumbai and has been a trained Bharatnatyam dancer since the age of five.[3] Her birth name is a blend of the first three letters of her father's name Amit and the last three letters of her mother's name Asha.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/The_glamorous_Film_Star_Amisha_Patel_at_the_%E2%80%98India_%E2%80%93_The_Big_Picture_Conference_%E2%80%93_2005%E2%80%99_organized_by_CII_as_part_of_IFFI_events%2C_in_Panaji%2C_Goa_on_November_24%2C_2005.jpg/220px-thumbnail.jpg
Amrita Arora,"Amrita Arora was born in Thane, Maharastra. Her parents divorced when she was 6 years old and she moved to Chembur with her mother & sister Malaika Arora. Her mother, Joyce Polycarp, is a Malayali Catholic and her father, Anil Arora, was a Punjabi native to Indian border town of Fazilka, who worked in the Merchant Navy. [3]She completed her secondary education from Swami Vivekanand School in Chembur. Her aunt, Grace Polycarp, was the principal of the school, Mumbai.[2] Her sister is Malaika Arora.She married Shakeel Ladak, a businessman from construction industry in 2009. The ceremonies included a Christian wedding on 4 March 2009 followed by Mehendi on 5 March and a Muslim Nikah ceremony on the 6 March 2009. They have two sons named Azaan born on 5 February 2010 and Rayaan born on 20 October 2012.[3][4]Arora made her Bollywood debut in 2002 opposite Fardeen Khan in the film, Kitne Door Kitne Paas, which was not successful at the box office. Her first successful film was the action comedy, Awara Paagal Deewana. A series of flops followed, among them the controversial Girlfriend (2004), about a lesbian relationship, in which she appeared opposite Isha Koppikar.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Amrita_arora_kallista_spa.jpg/220px-Amrita_arora_kallista_spa.jpg
Amrita Prakash,"Amrita Prakash is an Indian film actress and model. She began her acting career when she was four years old, and has acted in both Bollywood and Malayalam films. She has since, been seen in a myriad of Bollywood Films, TVCs and television reality and fiction shows. She is last seen playing the role of Jasleen in the Colors TV's acclaimed show Shakti - Astitva Ke Ehsaas Ki.Amrita holds a master's degree in Commerce and Business Administration from The University of Mumbai.Amrita started her career as a four year old, with advertising. Her first TVC was for a local footwear company in Kerala. After which, over the course of her childhood she did over 50 commercials for prominent brands including Rasna, Ruffles Lays, Glucon-D, Dabur, etc. She was the face of Lifebuoy Soaps packaging for over two years. More recently she has been seen in commercials for Sunsilk, Gitts Processed Foods, etc.Her stint with television started when she was 9 years old with a drama show in which she played Gautami Gadgil's niece. Right after which she bagged her own show when she was seen anchoring Fox Kids, a cartoon show on Star Plus for about 5 years, making her character of Miss India hugely popular, especially amongst the kids.[citation needed]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Amrita_Prakash.jpg/220px-Amrita_Prakash.jpg
